,D786T08,D786T05,D786T07,D786T02,D786T04,D786T03,D786T01,D786T06
ENSMUSG00000081477,2,3,0,2,0,0,0,0
ENSMUSG00000096308,3,0,0,0,1,0,0,1
ENSMUSG00000084070,0,0,0,0,0,0,0,0
ENSMUSG00000094698,0,0,0,0,0,0,0,0
ENSMUSG00000081638,0,0,0,0,0,0,0,0
ENSMUSG00000096468,0,0,0,0,0,0,0,0
ENSMUSG00000094714,0,0,0,0,0,0,0,0
ENSMUSG00000094975,0,0,0,0,1,1,0,0
ENSMUSG00000096376,1,0,0,0,0,0,0,0
ENSMUSG00000083069,0,0,0,0,0,0,0,0
ENSMUSG00000094423,0,0,0,0,0,0,0,0
ENSMUSG00000095890,0,0,0,0,0,0,0,0
ENSMUSG00000080889,2,0,0,0,0,0,0,1
ENSMUSG00000067909,0,0,0,0,0,0,0,0
ENSMUSG00000094317,3,2,0,1,1,1,0,0
ENSMUSG00000096127,0,0,0,2,0,1,0,0
ENSMUSG00000095398,2,0,0,3,0,0,0,0
ENSMUSG00000081298,0,3,0,3,0,0,0,0
ENSMUSG00000096374,0,0,0,2,0,0,0,0
ENSMUSG00000084369,1,1,0,0,1,0,0,0
ENSMUSG00000081706,1,2,0,0,0,0,0,0
ENSMUSG00000083249,1,0,0,1,5,1,0,0
ENSMUSG00000081089,2,2,0,0,3,0,0,1
ENSMUSG00000080383,0,0,0,0,0,0,0,0
ENSMUSG00000082606,2,1,0,3,0,0,0,1
ENSMUSG00000031125,6,9,12,12,6,17,16,11
ENSMUSG00000082253,2,6,1,11,0,6,0,5
ENSMUSG00000073177,4,4,0,6,6,3,1,12
ENSMUSG00000081024,2,2,0,2,1,5,0,0
ENSMUSG00000085114,8,2,0,0,1,7,0,4
ENSMUSG00000073176,52,52,92,34,60,70,61,49
ENSMUSG00000097288,0,0,0,2,0,0,4,0
ENSMUSG00000054850,9,6,1,5,0,7,0,9
ENSMUSG00000081620,3,0,0,7,3,3,2,1
ENSMUSG00000058932,0,0,0,1,0,0,0,0
ENSMUSG00000035967,447,562,1142,650,853,993,772,902
ENSMUSG00000073173,0,0,4,2,2,1,0,0
ENSMUSG00000064016,0,1,0,1,0,0,0,0
ENSMUSG00000061273,89,57,195,97,109,101,136,108
ENSMUSG00000092787,0,0,0,0,0,0,0,0
ENSMUSG00000060681,128,122,291,221,241,321,282,222
ENSMUSG00000088394,5,2,0,0,0,1,0,0
ENSMUSG00000023092,151,106,356,246,314,355,311,215
ENSMUSG00000088944,2,0,2,1,3,2,0,1
ENSMUSG00000067878,45,68,159,76,142,161,96,95
ENSMUSG00000053852,31,19,0,22,9,19,11,7
ENSMUSG00000031130,5,7,0,14,2,5,0,12
ENSMUSG00000067873,265,278,550,286,393,424,489,435
ENSMUSG00000031131,10,8,0,3,6,16,1,4
ENSMUSG00000085808,0,4,0,1,0,0,0,0
ENSMUSG00000031132,5,9,0,1,0,1,1,0
ENSMUSG00000031133,285,362,657,406,451,572,587,616
ENSMUSG00000031134,443,569,1205,671,888,865,979,1143
ENSMUSG00000065110,3,2,3,0,1,5,2,5
ENSMUSG00000079584,8,6,0,5,1,6,0,3
ENSMUSG00000036357,14,6,0,12,0,2,0,2
ENSMUSG00000081100,0,2,0,0,0,0,0,0
ENSMUSG00000081896,2,0,0,3,0,0,0,0
ENSMUSG00000084103,0,0,0,0,0,0,0,0
ENSMUSG00000080710,1,1,0,0,2,2,0,3
ENSMUSG00000084394,2,0,0,0,1,0,0,0
ENSMUSG00000083821,0,0,0,2,0,1,0,0
ENSMUSG00000093905,0,1,0,6,0,1,0,2
ENSMUSG00000067860,14,17,9,10,8,10,16,13
ENSMUSG00000081837,0,0,0,0,0,0,0,0
ENSMUSG00000084044,0,0,0,0,0,1,0,0
ENSMUSG00000064728,3,0,0,0,0,0,0,0
ENSMUSG00000084305,0,1,0,0,0,0,0,0
ENSMUSG00000081373,1,0,0,4,2,1,0,0
ENSMUSG00000083982,0,0,0,2,2,2,0,0
ENSMUSG00000083843,1,3,0,1,0,5,0,0
ENSMUSG00000105997,0,0,0,4,0,0,0,0
ENSMUSG00000046180,12,4,0,4,3,0,2,11
ENSMUSG00000031137,25,24,43,18,28,49,32,40
ENSMUSG00000088157,0,2,0,0,1,3,0,7
ENSMUSG00000070110,0,0,0,0,0,1,0,0
ENSMUSG00000088647,0,0,0,0,0,0,0,0
ENSMUSG00000081209,0,5,0,0,1,0,0,1
ENSMUSG00000105367,1,0,0,0,0,0,0,0
ENSMUSG00000105409,0,0,0,0,0,0,0,0
ENSMUSG00000083366,0,2,0,0,0,1,0,0
ENSMUSG00000031138,13,5,0,5,3,9,0,1
ENSMUSG00000046993,3,0,1,3,0,0,0,4
ENSMUSG00000081341,2,0,0,5,4,0,0,0
ENSMUSG00000031139,8,16,3,12,6,12,3,4
ENSMUSG00000062949,241,213,538,254,424,451,391,475
ENSMUSG00000094896,0,0,0,0,0,0,0,0
ENSMUSG00000070081,12,6,4,4,19,17,6,8
ENSMUSG00000079583,2,0,0,3,0,0,0,0
ENSMUSG00000082226,2,0,7,2,1,8,9,12
ENSMUSG00000067835,14,16,0,27,1,21,1,14
ENSMUSG00000081729,6,13,0,5,7,9,0,6
ENSMUSG00000086562,0,1,0,0,0,0,0,0
ENSMUSG00000083463,0,0,0,0,0,0,0,0
ENSMUSG00000084331,7,12,0,1,1,4,0,1
ENSMUSG00000081891,1,1,0,1,0,0,0,0
ENSMUSG00000045179,1,2,0,0,1,4,0,0
ENSMUSG00000087565,3,0,0,1,0,1,4,0
ENSMUSG00000086577,1,2,0,2,0,0,0,0
ENSMUSG00000081323,2,1,0,4,3,5,0,4
ENSMUSG00000087401,5,2,0,0,0,5,0,4
ENSMUSG00000083543,0,3,0,0,0,2,0,0
ENSMUSG00000071753,8,8,0,12,4,3,1,1
ENSMUSG00000080555,0,0,0,0,0,0,0,0
ENSMUSG00000090546,5,2,0,4,3,10,0,4
ENSMUSG00000082092,0,4,0,1,0,0,0,0
ENSMUSG00000083343,5,0,0,0,1,0,0,0
ENSMUSG00000080910,0,0,0,1,0,0,0,0
ENSMUSG00000083158,0,1,0,0,0,3,0,0
ENSMUSG00000057615,3,3,0,1,0,0,0,3
ENSMUSG00000050900,4,1,0,4,3,0,0,2
ENSMUSG00000082467,7,5,0,3,1,2,4,0
ENSMUSG00000096222,0,3,1,0,0,0,2,1
ENSMUSG00000081409,4,1,0,0,4,2,0,5
ENSMUSG00000083617,5,2,0,3,0,0,0,1
ENSMUSG00000082168,0,0,0,0,1,0,0,0
ENSMUSG00000083576,0,9,0,2,0,4,0,4
ENSMUSG00000045330,13,4,0,10,3,10,3,8
ENSMUSG00000082125,5,8,0,7,1,0,0,3
ENSMUSG00000031194,2,1,0,2,5,2,0,5
ENSMUSG00000085757,10,11,0,10,3,6,3,10
ENSMUSG00000081001,0,0,0,4,0,0,0,0
ENSMUSG00000081765,0,0,0,0,0,0,0,0
ENSMUSG00000081752,5,1,0,1,0,2,2,2
ENSMUSG00000082620,0,2,0,0,0,0,0,0
ENSMUSG00000082965,4,3,0,6,0,6,0,2
ENSMUSG00000081269,0,8,0,4,2,9,0,2
ENSMUSG00000084396,0,0,0,0,2,0,0,0
ENSMUSG00000083346,10,14,0,8,2,3,5,0
ENSMUSG00000079579,4,4,0,9,3,5,2,0
ENSMUSG00000031179,0,8,0,14,0,4,0,2
ENSMUSG00000046699,6,8,0,4,5,4,1,3
ENSMUSG00000084459,0,0,0,0,0,0,0,0
ENSMUSG00000082269,2,0,0,4,0,0,2,0
ENSMUSG00000065903,0,0,0,0,0,0,0,2
ENSMUSG00000083084,1,0,0,2,0,0,0,0
ENSMUSG00000081514,2,6,0,0,1,1,0,2
ENSMUSG00000031181,1,0,0,0,0,2,0,4
ENSMUSG00000080828,0,0,0,0,0,0,0,0
ENSMUSG00000083074,0,0,0,0,0,0,0,0
ENSMUSG00000083243,3,2,0,0,2,7,1,0
ENSMUSG00000083570,0,0,0,0,0,0,0,0
ENSMUSG00000082863,0,0,0,0,0,0,0,0
ENSMUSG00000031182,5,2,0,4,0,2,0,0
ENSMUSG00000089398,1,1,0,0,0,2,0,0
ENSMUSG00000036790,13,7,0,3,3,17,9,2
ENSMUSG00000087708,0,0,0,0,0,0,0,0
ENSMUSG00000084074,4,1,0,12,3,1,0,0
ENSMUSG00000077127,0,1,0,1,0,0,0,0
ENSMUSG00000094184,0,0,0,0,0,0,5,0
ENSMUSG00000081603,0,1,0,3,0,1,0,0
ENSMUSG00000077092,0,0,0,1,0,0,0,0
ENSMUSG00000078017,0,0,0,0,0,0,0,0
ENSMUSG00000078024,0,0,0,0,0,0,0,0
ENSMUSG00000070104,0,0,0,0,0,0,0,0
ENSMUSG00000077119,0,0,0,0,3,0,0,0
ENSMUSG00000070078,0,0,0,0,0,0,0,0
ENSMUSG00000078002,1,0,0,0,0,0,0,0
ENSMUSG00000077872,0,0,0,0,0,0,0,0
ENSMUSG00000078038,0,0,0,0,0,0,0,4
ENSMUSG00000096628,0,0,0,0,0,0,0,0
ENSMUSG00000070073,0,0,0,0,0,2,0,0
ENSMUSG00000106642,0,0,0,0,0,0,0,0
ENSMUSG00000095782,0,0,0,0,0,0,0,0
ENSMUSG00000094894,0,0,0,0,0,0,0,0
ENSMUSG00000095006,0,0,0,0,0,0,0,0
ENSMUSG00000096504,0,0,0,0,0,0,0,0
ENSMUSG00000070071,0,0,0,0,0,0,0,0
ENSMUSG00000080795,3,2,0,6,0,0,0,0
ENSMUSG00000081442,0,0,0,0,0,0,0,0
ENSMUSG00000081598,2,1,0,0,0,0,0,1
ENSMUSG00000086185,0,0,0,0,0,0,0,0
ENSMUSG00000087724,0,1,0,1,0,0,0,1
ENSMUSG00000083010,0,1,0,0,0,0,0,0
ENSMUSG00000079578,1,0,0,0,3,0,0,0
ENSMUSG00000079577,0,4,0,0,0,0,0,0
ENSMUSG00000082621,0,0,0,0,0,0,0,0
ENSMUSG00000025288,10,7,0,1,2,12,3,0
ENSMUSG00000065404,0,0,0,1,0,0,0,0
ENSMUSG00000076005,0,0,0,0,0,2,0,0
ENSMUSG00000083709,2,2,0,0,0,3,0,0
ENSMUSG00000106233,0,0,0,0,0,0,0,0
ENSMUSG00000082202,1,0,0,0,0,0,0,0
ENSMUSG00000083912,7,0,0,2,1,0,0,0
ENSMUSG00000082794,7,7,0,6,3,3,6,1
ENSMUSG00000088697,0,0,0,0,0,3,0,0
ENSMUSG00000082162,0,3,0,0,0,0,0,0
ENSMUSG00000081084,0,0,0,0,0,0,0,0
ENSMUSG00000096946,5,5,3,8,1,3,3,6
ENSMUSG00000099108,0,0,0,0,0,0,0,0
ENSMUSG00000098736,0,0,0,0,0,0,0,0
ENSMUSG00000000838,633,633,1269,760,828,1140,1130,1072
ENSMUSG00000089177,0,0,0,3,0,0,0,0
ENSMUSG00000062170,3,8,0,8,3,0,1,8
ENSMUSG00000083046,2,0,0,0,0,0,0,0
ENSMUSG00000071748,2,4,0,8,8,1,2,1
ENSMUSG00000056815,4,3,0,1,0,0,0,0
ENSMUSG00000082228,0,4,0,0,0,0,0,0
ENSMUSG00000065689,0,2,0,0,2,0,0,0
ENSMUSG00000086676,2,6,0,4,0,2,2,0
ENSMUSG00000031189,77,64,156,92,128,127,124,118
ENSMUSG00000082926,16,18,77,31,22,28,39,9
ENSMUSG00000100511,0,11,0,2,5,0,0,2
ENSMUSG00000059690,4,1,0,3,0,0,0,0
ENSMUSG00000035847,175,175,322,221,272,340,303,258
ENSMUSG00000045237,21,9,18,17,11,13,22,31
ENSMUSG00000073141,8,10,0,6,2,1,1,5
ENSMUSG00000081199,3,0,0,2,0,0,0,0
ENSMUSG00000082538,0,0,0,5,1,3,0,2
ENSMUSG00000084193,5,1,0,0,1,0,0,1
ENSMUSG00000086989,0,0,0,1,2,1,1,1
ENSMUSG00000082770,0,0,0,3,2,0,10,0
ENSMUSG00000082713,0,0,0,0,0,0,0,0
ENSMUSG00000073139,38,36,44,43,43,56,64,48
ENSMUSG00000083747,0,0,0,0,0,0,0,0
ENSMUSG00000083784,1,0,0,1,1,1,0,0
ENSMUSG00000087325,1,3,0,2,0,2,2,0
ENSMUSG00000082336,2,12,0,3,1,4,0,4
ENSMUSG00000080843,1,2,0,3,0,1,0,8
ENSMUSG00000083119,0,0,0,5,0,1,0,0
ENSMUSG00000082652,13,5,0,12,3,6,0,3
ENSMUSG00000082083,0,3,0,1,2,0,0,0
ENSMUSG00000081464,0,0,0,0,0,0,0,0
ENSMUSG00000082822,1,0,0,0,0,0,0,0
ENSMUSG00000084185,0,0,0,1,0,0,0,0
ENSMUSG00000077275,0,1,0,2,3,2,0,1
ENSMUSG00000083406,0,0,0,5,2,9,1,0
ENSMUSG00000080938,0,0,0,0,0,0,0,0
ENSMUSG00000059401,122,107,269,187,239,307,305,200
ENSMUSG00000077309,1,0,0,3,6,12,2,8
ENSMUSG00000082262,16,8,0,5,2,7,3,3
ENSMUSG00000031337,82,88,187,103,112,134,111,124
ENSMUSG00000015214,99,78,189,111,150,152,191,97
ENSMUSG00000035776,124,122,325,228,201,293,327,261
ENSMUSG00000085284,2,3,0,1,2,1,0,5
ENSMUSG00000084114,10,1,0,0,0,9,0,7
ENSMUSG00000094123,4,0,0,2,3,2,0,0
ENSMUSG00000015217,16,27,31,37,17,39,27,43
ENSMUSG00000056380,53,87,365,549,202,219,442,248
ENSMUSG00000082337,0,0,0,0,5,1,0,0
ENSMUSG00000083411,6,0,5,1,0,2,0,1
ENSMUSG00000073131,114,119,212,236,200,213,370,208
ENSMUSG00000073130,25,6,2,5,1,7,6,9
ENSMUSG00000033361,21,17,50,49,14,40,49,41
ENSMUSG00000053593,3,4,2,3,1,5,2,1
ENSMUSG00000005864,13,8,1,7,5,3,2,10
ENSMUSG00000033343,3,1,0,2,0,0,0,0
ENSMUSG00000031340,156,129,344,161,214,243,199,267
ENSMUSG00000065542,1,3,10,4,4,7,12,3
ENSMUSG00000070138,0,3,2,6,1,3,0,1
ENSMUSG00000043453,2,1,0,7,1,0,0,2
ENSMUSG00000031343,22,20,3,22,13,13,7,9
ENSMUSG00000081471,4,0,0,6,1,5,0,11
ENSMUSG00000076455,0,0,0,0,0,0,0,0
ENSMUSG00000077847,0,0,0,0,0,0,0,0
ENSMUSG00000065199,0,0,0,0,0,0,0,0
ENSMUSG00000082657,0,0,0,0,0,0,0,0
ENSMUSG00000031344,10,6,0,2,6,12,0,2
ENSMUSG00000090089,2,2,0,4,0,2,0,2
ENSMUSG00000031347,31,25,45,34,46,59,50,72
ENSMUSG00000031349,39,17,64,35,35,41,25,42
ENSMUSG00000084944,2,0,0,1,0,1,0,0
ENSMUSG00000031351,11,10,0,7,11,7,5,5
ENSMUSG00000089357,2,0,0,0,0,0,0,2
ENSMUSG00000050424,0,3,0,10,4,2,2,0
ENSMUSG00000109025,10,13,0,2,5,3,0,3
ENSMUSG00000046287,7,10,0,10,1,8,1,1
ENSMUSG00000079845,5,1,0,3,0,1,0,3
ENSMUSG00000057836,8,4,0,14,5,18,1,0
ENSMUSG00000092255,5,1,0,0,0,0,0,0
ENSMUSG00000058328,3,1,0,0,1,1,1,1
ENSMUSG00000067771,0,0,0,0,0,0,1,0
ENSMUSG00000071745,1,0,0,1,0,0,0,1
ENSMUSG00000072479,0,0,0,0,1,2,0,0
ENSMUSG00000079566,0,0,0,0,2,0,0,0
ENSMUSG00000073125,17,16,10,29,18,22,9,23
ENSMUSG00000067768,16,12,1,2,3,4,11,1
ENSMUSG00000078317,10,5,9,10,14,17,22,27
ENSMUSG00000031362,4,2,0,0,0,3,0,0
ENSMUSG00000058147,2,2,0,0,1,1,0,1
ENSMUSG00000067764,4,1,0,1,0,0,0,0
ENSMUSG00000082629,6,2,0,1,1,3,4,0
ENSMUSG00000081253,4,0,0,0,0,0,0,0
ENSMUSG00000109368,12,12,0,0,2,2,0,0
ENSMUSG00000031365,297,298,647,504,565,704,722,510
ENSMUSG00000096966,9,14,3,0,2,11,4,2
ENSMUSG00000097110,1,3,0,0,2,1,0,0
ENSMUSG00000103141,1,0,1,1,0,1,0,2
ENSMUSG00000031374,30,18,24,30,23,30,29,20
ENSMUSG00000031372,0,2,1,4,1,2,0,3
ENSMUSG00000031371,56,43,82,88,91,127,101,115
ENSMUSG00000031375,5115,4495,14026,9538,8448,11296,13593,10800
ENSMUSG00000031376,32,23,4,13,3,10,9,4
ENSMUSG00000031383,9,4,0,4,4,2,2,0
ENSMUSG00000002012,11,3,0,4,3,3,4,7
ENSMUSG00000019558,312,399,1008,466,606,553,693,858
ENSMUSG00000002015,118,111,283,216,184,210,284,169
ENSMUSG00000031378,116,78,224,163,222,236,285,221
ENSMUSG00000088823,0,0,2,1,0,0,0,0
ENSMUSG00000031385,18,24,5,20,18,6,8,3
ENSMUSG00000002007,7,14,0,8,11,14,5,5
ENSMUSG00000002010,99,122,234,115,175,230,173,201
ENSMUSG00000002014,80,84,224,118,122,176,258,178
ENSMUSG00000002006,74,56,152,81,103,70,123,129
ENSMUSG00000085669,6,9,12,6,5,13,6,19
ENSMUSG00000064536,0,4,0,7,0,0,2,0
ENSMUSG00000031391,37,24,56,50,15,35,50,49
ENSMUSG00000031389,22,35,60,22,49,23,18,36
ENSMUSG00000031390,2,2,0,1,0,6,0,2
ENSMUSG00000031388,42,31,56,52,56,57,68,55
ENSMUSG00000031387,66,50,147,97,163,129,158,119
ENSMUSG00000031386,598,651,1456,735,1041,1019,1051,1142
ENSMUSG00000080829,2,3,0,2,1,0,1,11
ENSMUSG00000031392,213,296,613,408,364,496,481,474
ENSMUSG00000092907,0,0,0,0,0,0,0,0
ENSMUSG00000076127,0,0,0,0,0,0,0,0
ENSMUSG00000031393,420,426,1103,598,749,827,670,820
ENSMUSG00000031394,4,4,0,10,4,2,7,8
ENSMUSG00000081118,7,7,0,5,9,1,4,4
ENSMUSG00000062564,1,4,0,7,1,2,1,0
ENSMUSG00000084131,1,1,0,1,7,0,2,4
ENSMUSG00000031397,2,9,1,1,7,3,5,1
ENSMUSG00000031328,4624,5431,12404,9543,8691,9086,13794,10773
ENSMUSG00000001964,70,128,241,103,142,165,123,189
ENSMUSG00000081375,0,0,0,0,0,0,0,0
ENSMUSG00000008682,611,717,1416,942,817,1119,1418,1134
ENSMUSG00000064981,0,0,0,0,0,0,0,0
ENSMUSG00000019088,27,33,59,31,47,58,46,69
ENSMUSG00000099226,0,0,0,0,0,0,0,0
ENSMUSG00000084271,2,0,2,2,0,0,6,7
ENSMUSG00000009995,117,184,313,152,209,248,228,280
ENSMUSG00000019087,215,244,483,379,347,414,467,415
ENSMUSG00000015291,317,404,832,505,558,564,687,614
ENSMUSG00000001962,66,119,189,124,140,153,159,155
ENSMUSG00000106409,0,0,0,0,0,0,1,0
ENSMUSG00000031398,88,92,154,112,95,126,95,114
ENSMUSG00000015289,0,8,17,12,21,19,26,17
ENSMUSG00000015290,33,44,78,72,73,84,65,50
ENSMUSG00000032806,16,20,31,30,31,33,51,49
ENSMUSG00000031399,52,61,162,94,79,81,104,115
ENSMUSG00000004221,136,178,319,145,161,205,242,298
ENSMUSG00000031400,190,251,634,459,320,415,537,576
ENSMUSG00000079536,10,2,0,23,5,8,0,1
ENSMUSG00000082707,0,0,0,1,0,0,0,0
ENSMUSG00000083283,0,2,1,0,1,0,1,0
ENSMUSG00000083768,5,5,0,8,4,1,2,2
ENSMUSG00000082447,0,2,0,3,0,0,0,0
ENSMUSG00000065291,0,0,0,0,0,0,0,0
ENSMUSG00000085066,1,0,0,0,0,0,0,0
ENSMUSG00000043715,2,3,0,3,0,2,2,0
ENSMUSG00000051706,0,7,0,5,2,3,0,1
ENSMUSG00000077462,0,0,0,2,0,0,0,0
ENSMUSG00000079534,2,0,0,0,0,0,0,0
ENSMUSG00000081804,0,5,0,0,0,5,0,0
ENSMUSG00000080072,3,6,0,4,0,8,0,0
ENSMUSG00000083847,0,0,0,0,1,0,0,0
ENSMUSG00000080777,0,0,0,0,0,0,0,0
ENSMUSG00000065859,1,0,0,0,1,0,0,2
ENSMUSG00000084066,1,0,0,0,2,2,0,0
ENSMUSG00000079532,3,18,0,3,4,1,2,4
ENSMUSG00000082288,0,4,0,0,1,0,0,0
ENSMUSG00000082427,0,3,0,0,0,1,0,0
ENSMUSG00000082910,0,0,0,0,0,0,0,0
ENSMUSG00000081814,6,11,0,5,3,0,0,0
ENSMUSG00000082170,1,1,0,2,0,7,0,0
ENSMUSG00000086081,3,1,0,4,0,0,0,0
ENSMUSG00000081612,0,2,0,1,1,0,0,0
ENSMUSG00000079531,4,0,0,5,0,1,0,0
ENSMUSG00000080822,4,0,0,6,1,3,1,20
ENSMUSG00000081832,0,0,0,0,0,0,0,0
ENSMUSG00000080193,0,1,0,0,0,0,0,0
ENSMUSG00000085877,4,0,0,4,1,4,0,0
ENSMUSG00000081940,4,2,0,0,0,3,0,0
ENSMUSG00000081357,5,3,0,2,0,0,0,2
ENSMUSG00000083981,0,5,0,3,0,6,2,1
ENSMUSG00000032750,37,35,62,33,74,76,51,99
ENSMUSG00000065935,1,0,0,0,0,0,0,0
ENSMUSG00000082873,6,7,0,9,3,3,1,6
ENSMUSG00000031403,74,50,161,103,83,137,104,102
ENSMUSG00000089014,0,0,2,3,0,0,0,0
ENSMUSG00000031402,95,124,183,114,145,173,145,205
ENSMUSG00000083416,0,0,0,0,0,0,0,0
ENSMUSG00000080254,0,0,0,0,5,0,2,0
ENSMUSG00000073094,0,5,0,4,0,0,0,0
ENSMUSG00000082244,0,2,0,0,0,0,0,0
ENSMUSG00000031196,40,56,57,59,49,105,91,49
ENSMUSG00000083736,3,5,0,5,1,5,1,8
ENSMUSG00000081633,5,6,3,10,7,4,2,2
ENSMUSG00000031198,64,65,162,109,117,126,147,110
ENSMUSG00000090110,7,19,26,8,19,31,16,21
ENSMUSG00000031200,53,64,139,75,91,74,94,89
ENSMUSG00000031201,76,102,180,108,120,137,178,166
ENSMUSG00000082208,3,1,1,0,0,1,0,0
ENSMUSG00000083093,6,8,1,6,0,3,0,5
ENSMUSG00000048709,2,0,2,2,0,0,0,0
ENSMUSG00000031197,94,98,205,117,164,172,179,130
ENSMUSG00000086573,0,0,1,1,1,2,0,0
ENSMUSG00000031202,11,4,3,6,7,11,8,18
ENSMUSG00000086937,3,1,1,0,0,1,0,0
ENSMUSG00000077406,0,0,0,0,0,0,0,0
ENSMUSG00000082551,3,0,0,3,0,4,0,0
ENSMUSG00000087396,41,73,124,43,77,87,129,89
ENSMUSG00000081996,0,0,0,0,0,0,1,0
ENSMUSG00000016382,237,187,488,234,243,294,339,280
ENSMUSG00000077650,0,0,0,0,0,0,0,0
ENSMUSG00000083544,1,0,0,0,0,0,0,0
ENSMUSG00000085598,0,12,0,2,2,6,0,0
ENSMUSG00000081106,4,4,0,1,3,3,1,3
ENSMUSG00000082755,0,0,0,0,3,2,0,0
ENSMUSG00000084831,5,7,0,5,7,8,2,7
ENSMUSG00000082827,4,11,0,6,9,8,0,2
ENSMUSG00000083566,0,0,0,0,2,2,0,0
ENSMUSG00000086104,0,0,0,0,0,0,0,0
ENSMUSG00000086207,1,6,0,2,0,3,2,1
ENSMUSG00000071738,2,2,0,4,1,3,0,3
ENSMUSG00000081061,1,0,0,1,0,0,0,0
ENSMUSG00000083333,0,1,0,2,0,0,0,1
ENSMUSG00000082444,1,0,0,0,1,0,0,1
ENSMUSG00000073085,8,0,0,5,2,5,0,1
ENSMUSG00000081175,5,3,0,0,0,4,0,1
ENSMUSG00000079525,0,5,0,2,0,0,0,2
ENSMUSG00000082824,2,1,0,0,0,4,0,0
ENSMUSG00000083810,5,3,0,1,1,3,0,2
ENSMUSG00000088773,0,0,0,0,0,2,0,0
ENSMUSG00000088530,0,0,0,0,0,0,0,0
ENSMUSG00000083482,0,2,0,2,0,0,0,0
ENSMUSG00000081697,0,0,0,0,0,0,0,0
ENSMUSG00000084202,0,5,0,3,0,0,0,3
ENSMUSG00000082517,1,0,0,10,0,7,0,2
ENSMUSG00000081622,0,13,0,3,4,2,0,3
ENSMUSG00000025246,480,475,1022,643,733,798,827,880
ENSMUSG00000088278,8,1,8,2,6,4,14,7
ENSMUSG00000087152,5,0,0,0,0,0,0,0
ENSMUSG00000081358,1,2,0,1,2,5,0,0
ENSMUSG00000082842,0,2,0,0,1,4,0,0
ENSMUSG00000081164,3,6,15,12,1,7,0,11
ENSMUSG00000035725,235,174,356,315,394,361,324,474
ENSMUSG00000085973,3,4,0,1,0,0,0,5
ENSMUSG00000000003,3,8,0,6,9,5,0,1
ENSMUSG00000079522,3,8,0,4,1,4,0,0
ENSMUSG00000044121,0,0,0,0,2,0,0,1
ENSMUSG00000082635,6,4,0,1,14,3,0,0
ENSMUSG00000081781,1,2,0,0,0,1,0,0
ENSMUSG00000080890,6,2,0,2,1,0,1,0
ENSMUSG00000067684,4,0,0,0,0,0,1,0
ENSMUSG00000079521,0,0,0,2,0,0,0,0
ENSMUSG00000067679,2,3,0,1,1,0,0,0
ENSMUSG00000079519,2,0,0,0,0,1,0,2
ENSMUSG00000083448,0,0,0,1,0,0,0,0
ENSMUSG00000035651,2,7,0,0,0,1,0,0
ENSMUSG00000083927,1,1,0,0,0,0,0,0
ENSMUSG00000084019,0,0,0,0,1,3,0,0
ENSMUSG00000081881,10,1,0,2,1,5,0,0
ENSMUSG00000082865,1,2,0,0,2,1,0,1
ENSMUSG00000047996,138,127,318,206,256,239,228,281
ENSMUSG00000088335,5,7,2,0,2,0,6,2
ENSMUSG00000084125,0,0,0,1,0,0,0,0
ENSMUSG00000082664,2,7,0,6,3,3,0,0
ENSMUSG00000085610,0,1,0,0,0,0,0,0
ENSMUSG00000078315,3,3,0,0,0,3,0,1
ENSMUSG00000082912,1,1,0,9,0,0,0,0
ENSMUSG00000083258,9,10,0,16,7,4,2,9
ENSMUSG00000088446,0,0,0,0,0,0,0,0
ENSMUSG00000083067,3,5,0,5,2,1,0,0
ENSMUSG00000081049,2,1,0,1,1,1,2,1
ENSMUSG00000073077,26,24,21,20,20,46,15,21
ENSMUSG00000046942,1,1,0,3,1,1,0,1
ENSMUSG00000082372,4,0,0,0,0,0,2,0
ENSMUSG00000080847,1,0,0,2,0,0,0,0
ENSMUSG00000081221,1,0,0,0,0,2,0,0
ENSMUSG00000082346,0,0,0,0,0,0,0,0
ENSMUSG00000083444,1,0,0,1,1,1,4,2
ENSMUSG00000081205,2,3,1,1,4,3,0,2
ENSMUSG00000083367,2,8,0,7,4,13,4,5
ENSMUSG00000084300,0,3,0,1,0,0,0,0
ENSMUSG00000083944,1,0,0,2,0,1,0,2
ENSMUSG00000096919,5,0,2,1,1,4,4,0
ENSMUSG00000025666,154,163,362,328,406,480,512,337
ENSMUSG00000083637,1,3,0,0,1,0,0,1
ENSMUSG00000060673,5,2,0,6,0,11,0,2
ENSMUSG00000082319,0,6,0,4,1,3,5,7
ENSMUSG00000089040,0,2,0,0,0,0,0,0
ENSMUSG00000064781,0,0,0,0,0,0,0,0
ENSMUSG00000083113,0,2,0,2,0,0,0,0
ENSMUSG00000064740,0,0,0,0,0,0,0,0
ENSMUSG00000083877,2,1,0,0,0,0,1,0
ENSMUSG00000082913,0,0,0,0,0,0,0,1
ENSMUSG00000077674,0,1,0,3,2,2,0,0
ENSMUSG00000083587,3,6,0,4,1,6,6,4
ENSMUSG00000088097,1,3,0,2,0,0,0,1
ENSMUSG00000045103,140,105,120,114,131,177,102,120
ENSMUSG00000077620,0,1,0,0,0,0,0,1
ENSMUSG00000035522,3,0,0,1,0,0,0,0
ENSMUSG00000065661,1,0,0,5,0,0,3,1
ENSMUSG00000081583,2,2,0,4,0,6,2,3
ENSMUSG00000084281,1,0,0,0,0,0,0,0
ENSMUSG00000081379,0,0,0,3,0,0,0,0
